0.0102822	0.012353064
0.0105834	0.012609292
0.010998	0.012916904
0.0113853	0.013205664
0.0115016	0.013233716
0.0113789	0.01296196
0.0109064	0.012458988
0.0103572	0.011824264
0.00966351	0.011232713
0.00910908	0.010774311
0.00881033	0.010595204
0.00871317	0.010659113
0.00886398	0.010865286
0.00916041	0.011275589
0.0095336	0.011743711
0.00999183	0.012358821
0.0104116	0.01282466
0.0105769	0.012995172
0.0105824	0.012950604
0.0103922	0.012660084
0.0101937	0.012403932
0.0100734	0.012224244
0.0100617	0.012204272
0.0100892	0.012227852
0.0102822	0.012344464
