0.00806599	0.009761608
0.00834002	0.009987692
0.00868023	0.010243332
0.0089986	0.010484129
0.00904945	0.010501514
0.00891427	0.01028127
0.00854507	0.009892475
0.00811575	0.009399131
0.00764602	0.00896769
0.00728514	0.008639915
0.00701376	0.008475984
0.00690253	0.008506702
0.00698365	0.008639739
0.0071665	0.008941799
0.00745164	0.009306856
0.00780332	0.009788797
0.00813231	0.010115118
0.00825735	0.010207788
0.00827725	0.010148005
0.00814396	0.009889342
0.00797989	0.009720181
0.00787068	0.009617465
0.00784777	0.009608905
0.00785539	0.009638541
0.00806599	0.0097563
